rule_id,src_obj_id,dst_obj_id
rule_0000,obj_03536,obj_05119
rule_0001,obj_07843,obj_09585
rule_0001,obj_01891,obj_08690
rule_0001,obj_02286,obj_09882
rule_0001,obj_08555,obj_08697
rule_0001,obj_04104,obj_08321
rule_0001,obj_01916,obj_08594
rule_0001,obj_02899,obj_08464
rule_0001,obj_02274,obj_09475
rule_0001,obj_01920,obj_08532
rule_0001,obj_03512,obj_09428
rule_0001,obj_03357,obj_09546
rule_0001,obj_01547,obj_07477
rule_0001,obj_04990,obj_08108
rule_0001,obj_05285,obj_09933
rule_0001,obj_02164,obj_05653
rule_0001,obj_04602,obj_08117
rule_0001,obj_02182,obj_09149
rule_0001,obj_03227,obj_08454
rule_0001,obj_01808,obj_08232
rule_0001,obj_09806,obj_08626
rule_0001,obj_07116,obj_08299
rule_0001,obj_02818,obj_08481
rule_0001,obj_02732,obj_08250
rule_0001,obj_01927,obj_08234
rule_0001,obj_00575,obj_00558
rule_0001,obj_03325,obj_06698
rule_0001,obj_01056,obj_03279
rule_0001,obj_06017,obj_00588
rule_0001,obj_01318,obj_08794
rule_0001,obj_01575,obj_08221
rule_0001,obj_05235,obj_08181
rule_0001,obj_03074,obj_08426
rule_0001,obj_04958,obj_08388
rule_0001,obj_00420,obj_09454
rule_0001,obj_04652,obj_08417
rule_0001,obj_03374,obj_08004
rule_0001,obj_03341,obj_08688
rule_0001,obj_03749,obj_08528
rule_0001,obj_02154,obj_08387
rule_0001,obj_03387,obj_09414
rule_0001,obj_02255,obj_09617
rule_0001,obj_04212,obj_09437
rule_0001,obj_00341,obj_08308
rule_0001,obj_03377,obj_07192
rule_0001,obj_02257,obj_09603
rule_0001,obj_03648,obj_08518
rule_0001,obj_04739,obj_08886
rule_0001,obj_03948,obj_08405
rule_0001,obj_03520,obj_05761
rule_0001,obj_01722,obj_03479
rule_0001,obj_03111,obj_08505
rule_0001,obj_01590,obj_08367
rule_0001,obj_02560,obj_09640
rule_0001,obj_04341,obj_08663
rule_0001,obj_03070,obj_05537
rule_0001,obj_03636,obj_01043
rule_0001,obj_05499,obj_04187
rule_0001,obj_03975,obj_08059
rule_0001,obj_01890,obj_08478
rule_0001,obj_01834,obj_09486
rule_0001,obj_03487,obj_09490
rule_0001,obj_09449,obj_08292
rule_0001,obj_02033,obj_09415
rule_0001,obj_09378,obj_08020
rule_0001,obj_01597,obj_09465
rule_0001,obj_04264,obj_03771
rule_0001,obj_03248,obj_08118
rule_0001,obj_00093,obj_08639
rule_0001,obj_04817,obj_09616
rule_0001,obj_00823,obj_08774
rule_0001,obj_04256,obj_08256
rule_0001,obj_00915,obj_08619
rule_0001,obj_03663,obj_08086
rule_0001,obj_04742,obj_09626
rule_0001,obj_01530,obj_07865
rule_0001,obj_04737,obj_01995
rule_0001,obj_09847,obj_08335
rule_0001,obj_03288,obj_08274
rule_0001,obj_00943,obj_08284
rule_0001,obj_03597,obj_08379
rule_0001,obj_02043,obj_08437
rule_0001,obj_04626,obj_08024
rule_0001,obj_02989,obj_08307
rule_0001,obj_00655,obj_08518
rule_0001,obj_02232,obj_09603
rule_0001,obj_08666,obj_08086
rule_0001,obj_02425,obj_08405
rule_0001,obj_05523,obj_03279
rule_0001,obj_04711,obj_09414
rule_0001,obj_02085,obj_08367
rule_0001,obj_00506,obj_09486
rule_0001,obj_04931,obj_03479
rule_0001,obj_02167,obj_08426
rule_0001,obj_00193,obj_08234
rule_0001,obj_08304,obj_09603
rule_0001,obj_00783,obj_08059
rule_0001,obj_04832,obj_08307
rule_0001,obj_03564,obj_09626
rule_0001,obj_05156,obj_03279
rule_0001,obj_00760,obj_08619
rule_0001,obj_04831,obj_09617
rule_0001,obj_03467,obj_08250
rule_0001,obj_02364,obj_08367
rule_0001,obj_01130,obj_08181
rule_0001,obj_00978,obj_08464
rule_0001,obj_07395,obj_08250
rule_0001,obj_01537,obj_09414
rule_0001,obj_02519,obj_08594
rule_0001,obj_04141,obj_06698
rule_0001,obj_01910,obj_08437
rule_0001,obj_01404,obj_08321
rule_0001,obj_04629,obj_07192
rule_0001,obj_04160,obj_08697
rule_0001,obj_00817,obj_08690
rule_0001,obj_01954,obj_08774
rule_0001,obj_03853,obj_09149
rule_0001,obj_04764,obj_08619
rule_0001,obj_02720,obj_09437
rule_0001,obj_05107,obj_08292
rule_0001,obj_01014,obj_08321
rule_0001,obj_03274,obj_06698
rule_0001,obj_04813,obj_03279
rule_0001,obj_03827,obj_09626
rule_0001,obj_00012,obj_08307
rule_0001,obj_04010,obj_08405
rule_0001,obj_03474,obj_08594
rule_0001,obj_05752,obj_01043
rule_0001,obj_03581,obj_09617
rule_0001,obj_02810,obj_08250
rule_0001,obj_04690,obj_08774
rule_0001,obj_00925,obj_08639
rule_0001,obj_03665,obj_08256
rule_0001,obj_05271,obj_08307
rule_0001,obj_00407,obj_09490
rule_0001,obj_04536,obj_08086
rule_0001,obj_08760,obj_09616
rule_0001,obj_04699,obj_08284
rule_0001,obj_00999,obj_08594
rule_0001,obj_02548,obj_08004
rule_0001,obj_04164,obj_07477
rule_0001,obj_04733,obj_08594
rule_0001,obj_00704,obj_08774
rule_0001,obj_01361,obj_08335
rule_0001,obj_02386,obj_09475
rule_0001,obj_00606,obj_08886
rule_0001,obj_02296,obj_09486
rule_0001,obj_03807,obj_08518
rule_0001,obj_04001,obj_05537
rule_0001,obj_00796,obj_07192
rule_0001,obj_00103,obj_08307
rule_0001,obj_00008,obj_07192
rule_0001,obj_01899,obj_07477
rule_0001,obj_04278,obj_08284
rule_0001,obj_03002,obj_09465
rule_0001,obj_06671,obj_09414
rule_0001,obj_02293,obj_08481
rule_0001,obj_01894,obj_08020
rule_0001,obj_00658,obj_08004
rule_0001,obj_04612,obj_08639
rule_0001,obj_01199,obj_08367
rule_0001,obj_04904,obj_09428
rule_0001,obj_00369,obj_06698
rule_0001,obj_00463,obj_09149
rule_0001,obj_04568,obj_09616
rule_0001,obj_01994,obj_08417
rule_0001,obj_00814,obj_08284
rule_0001,obj_04930,obj_08321
rule_0001,obj_03718,obj_09617
rule_0001,obj_03514,obj_08181
rule_0001,obj_05232,obj_08405
rule_0001,obj_01214,obj_09415
rule_0001,obj_04436,obj_08024
rule_0001,obj_01061,obj_08308
rule_0001,obj_04222,obj_09149
rule_0001,obj_00854,obj_08379
rule_0001,obj_04377,obj_08108
rule_0001,obj_00731,obj_03771
rule_0001,obj_04267,obj_08426
rule_0001,obj_06845,obj_09626
rule_0001,obj_02813,obj_08478
rule_0001,obj_05179,obj_05653
rule_0001,obj_04908,obj_08086
rule_0001,obj_01545,obj_08284
rule_0001,obj_05854,obj_00558
rule_0001,obj_04219,obj_08528
rule_0001,obj_02712,obj_07192
rule_0001,obj_05191,obj_09603
rule_0001,obj_08961,obj_08464
rule_0001,obj_01250,obj_08307
rule_0001,obj_04914,obj_08454
rule_0001,obj_00025,obj_08690
rule_0001,obj_00471,obj_08020
rule_0001,obj_03782,obj_08518
rule_0001,obj_00694,obj_08020
rule_0001,obj_01023,obj_07192
rule_0001,obj_04171,obj_08118
rule_0001,obj_02426,obj_07192
rule_0001,obj_03933,obj_08020
rule_0001,obj_05012,obj_08108
rule_0001,obj_02613,obj_09585
rule_0001,obj_01970,obj_09882
rule_0001,obj_05070,obj_08059
rule_0001,obj_07173,obj_08292
rule_0001,obj_04518,obj_08234
rule_0001,obj_02295,obj_08697
rule_0001,obj_01594,obj_08481
rule_0001,obj_02678,obj_07477
rule_0001,obj_04022,obj_09626
rule_0001,obj_01391,obj_08256
rule_0001,obj_01410,obj_09585
rule_0001,obj_02484,obj_09486
rule_0001,obj_00288,obj_08886
rule_0001,obj_03962,obj_08335
rule_0001,obj_03505,obj_08417
rule_0001,obj_00579,obj_09617
rule_0001,obj_03038,obj_08234
rule_0001,obj_00450,obj_08626
rule_0001,obj_04475,obj_09626
rule_0001,obj_01243,obj_08086
rule_0001,obj_00840,obj_08426
rule_0001,obj_01102,obj_08250
rule_0001,obj_02323,obj_09626
rule_0001,obj_04219,obj_03771
rule_0001,obj_01594,obj_08481
rule_0001,obj_04652,obj_09585
rule_0001,obj_04626,obj_08426
rule_0001,obj_02274,obj_08528
rule_0001,obj_00606,obj_08292
rule_0001,obj_04141,obj_08639
rule_0001,obj_04699,obj_08250
rule_0001,obj_03853,obj_09486
rule_0001,obj_05012,obj_08528
rule_0001,obj_04626,obj_08594
rule_0001,obj_00943,obj_08181
rule_0001,obj_04022,obj_08528
rule_0001,obj_03467,obj_08234
rule_0001,obj_04742,obj_05761
rule_0001,obj_07395,obj_03771
rule_0001,obj_00579,obj_08478
rule_0001,obj_04377,obj_09616
rule_0001,obj_07843,obj_09465
rule_0001,obj_03487,obj_00558
rule_0001,obj_05179,obj_09428
rule_0001,obj_04222,obj_03479
rule_0001,obj_09806,obj_03279
rule_0001,obj_03038,obj_07477
rule_0001,obj_03467,obj_09414
rule_0001,obj_03564,obj_09616
rule_0001,obj_08304,obj_08292
rule_0001,obj_00093,obj_00558
rule_0001,obj_04171,obj_08108
rule_0001,obj_00012,obj_07477
rule_0001,obj_01994,obj_08639
rule_0001,obj_01410,obj_07477
rule_0001,obj_09847,obj_08181
rule_0001,obj_04341,obj_08532
rule_0001,obj_05107,obj_08387
rule_0001,obj_03948,obj_07865
rule_0001,obj_01361,obj_08086
rule_0001,obj_02296,obj_07865
rule_0001,obj_03377,obj_09933
rule_0001,obj_04022,obj_09616
rule_0001,obj_00783,obj_08426
rule_0002,obj_04066,obj_07114
rule_0002,obj_04718,obj_08419
rule_0002,obj_04036,obj_08331
rule_0002,obj_00182,obj_08296
rule_0002,obj_03217,obj_08636
rule_0002,obj_05181,obj_08465
rule_0002,obj_00098,obj_08523
rule_0002,obj_03490,obj_09472
rule_0002,obj_02135,obj_06680
rule_0002,obj_01184,obj_08707
rule_0002,obj_07310,obj_04346
rule_0002,obj_05752,obj_08569
rule_0002,obj_02541,obj_04351
rule_0002,obj_04248,obj_08733
rule_0002,obj_01563,obj_08063
rule_0002,obj_03376,obj_08575
rule_0002,obj_02018,obj_00172
rule_0002,obj_03514,obj_08154
rule_0002,obj_00866,obj_09656
rule_0002,obj_04071,obj_05934
rule_0002,obj_05872,obj_08303
rule_0002,obj_05389,obj_08155
rule_0002,obj_01656,obj_07902
rule_0002,obj_02378,obj_08421
rule_0002,obj_04175,obj_08252
rule_0002,obj_07248,obj_08700
rule_0002,obj_02337,obj_08769
rule_0002,obj_04979,obj_08742
rule_0002,obj_05091,obj_09526
rule_0002,obj_04651,obj_09447
rule_0002,obj_04334,obj_08701
rule_0002,obj_00255,obj_08699
rule_0002,obj_02085,obj_08684
rule_0002,obj_03166,obj_09529
rule_0002,obj_02889,obj_08751
rule_0002,obj_04241,obj_08747
rule_0002,obj_07701,obj_09574
rule_0002,obj_03499,obj_08760
rule_0002,obj_01684,obj_08488
rule_0002,obj_05990,obj_08454
rule_0002,obj_04372,obj_04324
rule_0002,obj_02065,obj_08031
rule_0002,obj_01661,obj_02135
rule_0002,obj_08086,obj_09569
rule_0002,obj_00630,obj_08756
rule_0002,obj_04801,obj_08186
rule_0002,obj_04742,obj_08289
rule_0002,obj_01923,obj_08156
rule_0002,obj_03463,obj_08456
rule_0002,obj_04534,obj_08193
rule_0002,obj_02391,obj_08055
rule_0002,obj_04929,obj_08854
rule_0002,obj_02358,obj_08471
rule_0002,obj_06622,obj_08403
rule_0002,obj_04324,obj_08191
rule_0002,obj_03246,obj_08053
rule_0002,obj_04417,obj_08166
rule_0002,obj_03167,obj_00609
rule_0002,obj_00386,obj_08590
rule_0002,obj_00166,obj_09694
rule_0002,obj_00203,obj_08731
rule_0002,obj_01120,obj_08030
rule_0002,obj_01819,obj_08695
rule_0002,obj_00942,obj_02650
rule_0002,obj_01206,obj_08621
rule_0002,obj_00099,obj_06441
rule_0002,obj_03699,obj_07094
rule_0002,obj_01252,obj_08504
rule_0002,obj_05246,obj_08306
rule_0002,obj_03908,obj_08092
rule_0002,obj_05216,obj_05314
rule_0002,obj_00236,obj_08228
rule_0002,obj_01582,obj_08351
rule_0002,obj_00706,obj_09600
rule_0002,obj_03431,obj_08290
rule_0002,obj_03061,obj_08753
rule_0002,obj_00661,obj_08115
rule_0002,obj_03257,obj_08323
rule_0002,obj_04626,obj_08792
rule_0002,obj_02869,obj_08728
rule_0002,obj_09512,obj_08126
rule_0002,obj_02725,obj_05785
rule_0002,obj_01781,obj_09494
rule_0002,obj_05130,obj_08369
rule_0002,obj_02045,obj_08114
rule_0002,obj_04375,obj_08127
rule_0002,obj_02331,obj_00234
rule_0002,obj_00869,obj_08685
rule_0002,obj_03756,obj_08682
rule_0002,obj_01862,obj_09454
rule_0002,obj_04515,obj_08356
rule_0002,obj_00830,obj_08179
rule_0002,obj_03577,obj_01699
rule_0002,obj_02549,obj_07417
rule_0002,obj_02448,obj_04467
rule_0002,obj_01450,obj_08545
rule_0002,obj_04208,obj_09634
rule_0002,obj_01638,obj_08767
rule_0002,obj_02369,obj_08557
rule_0002,obj_03333,obj_07647
rule_0002,obj_04941,obj_09607
rule_0002,obj_01124,obj_08145
rule_0002,obj_00228,obj_01031
rule_0002,obj_01110,obj_03386
rule_0002,obj_04678,obj_08197
rule_0002,obj_02433,obj_08127
rule_0002,obj_09864,obj_08289
rule_0002,obj_03837,obj_08323
rule_0002,obj_07276,obj_09600
rule_0002,obj_03106,obj_04324
rule_0002,obj_03660,obj_08733
rule_0002,obj_01642,obj_01699
rule_0002,obj_02322,obj_04324
rule_0002,obj_04399,obj_08092
rule_0002,obj_01326,obj_03386
rule_0002,obj_02318,obj_08289
rule_0002,obj_01649,obj_04324
rule_0002,obj_04858,obj_08792
rule_0002,obj_02503,obj_05934
rule_0002,obj_00792,obj_08488
rule_0002,obj_03194,obj_08252
rule_0002,obj_02473,obj_04467
rule_0002,obj_04245,obj_08191
rule_0002,obj_03056,obj_08731
rule_0002,obj_01868,obj_04351
rule_0002,obj_04130,obj_08155
rule_0002,obj_04207,obj_08252
rule_0002,obj_04299,obj_00234
rule_0002,obj_05046,obj_08685
rule_0002,obj_01430,obj_01699
rule_0002,obj_05499,obj_08769
rule_0002,obj_03674,obj_08145
rule_0002,obj_01047,obj_08092
rule_0002,obj_02153,obj_08323
rule_0002,obj_04550,obj_08707
rule_0002,obj_01825,obj_09454
rule_0002,obj_02865,obj_08154
rule_0002,obj_04003,obj_08296
rule_0002,obj_04532,obj_01031
rule_0002,obj_00514,obj_06680
rule_0002,obj_03555,obj_07114
rule_0002,obj_00924,obj_08769
rule_0002,obj_04103,obj_08252
rule_0002,obj_05205,obj_08471
rule_0002,obj_01610,obj_03386
rule_0002,obj_03760,obj_08769
rule_0002,obj_04468,obj_08228
rule_0002,obj_03233,obj_08092
rule_0002,obj_04759,obj_08751
rule_0002,obj_02620,obj_08700
rule_0002,obj_00421,obj_08699
rule_0002,obj_02043,obj_05785
rule_0002,obj_02789,obj_08733
rule_0002,obj_08442,obj_09694
rule_0002,obj_04508,obj_08575
rule_0002,obj_04544,obj_08465
rule_0002,obj_00678,obj_08193
rule_0002,obj_00889,obj_09694
rule_0002,obj_00801,obj_08685
rule_0002,obj_01421,obj_08323
rule_0002,obj_04976,obj_08115
rule_0002,obj_07671,obj_08636
rule_0002,obj_04964,obj_04467
rule_0002,obj_05294,obj_01031
rule_0002,obj_04431,obj_09494
rule_0002,obj_00533,obj_09529
rule_0002,obj_02600,obj_08756
rule_0002,obj_03746,obj_08590
rule_0002,obj_04637,obj_08792
rule_0002,obj_04300,obj_08695
rule_0002,obj_01404,obj_08731
rule_0002,obj_00522,obj_08769
rule_0002,obj_00618,obj_08454
rule_0002,obj_00727,obj_09526
rule_0002,obj_00975,obj_09600
rule_0002,obj_01256,obj_08031
rule_0002,obj_09324,obj_01699
rule_0002,obj_06340,obj_04324
rule_0002,obj_03891,obj_08557
rule_0002,obj_03914,obj_08114
rule_0002,obj_06780,obj_08154
rule_0002,obj_04741,obj_02650
rule_0002,obj_00291,obj_08306
rule_0002,obj_03536,obj_04324
rule_0002,obj_02031,obj_07114
rule_0002,obj_02022,obj_08055
rule_0002,obj_05099,obj_08733
rule_0002,obj_03700,obj_07094
rule_0002,obj_03118,obj_09607
rule_0002,obj_08403,obj_08733
rule_0002,obj_01940,obj_01699
rule_0002,obj_01300,obj_00234
rule_0002,obj_02867,obj_06680
rule_0002,obj_04115,obj_02135
rule_0002,obj_00657,obj_08700
rule_0002,obj_00337,obj_09569
rule_0002,obj_04264,obj_08557
rule_0002,obj_00725,obj_08031
rule_0002,obj_05209,obj_08700
rule_0002,obj_04868,obj_08323
rule_0002,obj_01180,obj_08156
rule_0002,obj_03867,obj_08636
rule_0002,obj_04050,obj_09529
rule_0002,obj_04219,obj_08289
rule_0002,obj_04188,obj_07647
rule_0002,obj_01786,obj_09634
rule_0002,obj_05247,obj_08031
rule_0002,obj_03840,obj_07114
rule_0002,obj_03512,obj_08733
rule_0002,obj_02724,obj_08747
rule_0002,obj_04815,obj_00234
rule_0002,obj_00087,obj_08421
rule_0002,obj_08898,obj_08682
rule_0002,obj_02070,obj_08707
rule_0002,obj_04465,obj_00234
rule_0002,obj_00207,obj_08707
rule_0002,obj_04019,obj_08228
rule_0002,obj_03316,obj_08767
rule_0002,obj_00744,obj_09634
rule_0002,obj_00934,obj_07114
